r,fk,v2,phi,slack_float,slack_upper
1675,2513,1,2.3152645113,-9.999992878206854E-07,-9.999985235431552E-07
1691,2537,1,2.3152645113,-9.999992878206854E-07,-9.999985235431552E-07
3251,4877,1,1.62211733074,-9.999992878206854E-07,-9.999985235431552E-07
3267,4901,1,1.62211733074,-9.999992878206854E-07,-9.999985235431552E-07
3271,4907,1,1.62211733074,-9.999992878206854E-07,-9.999985235431552E-07
3275,4913,1,1.62211733074,-9.999992878206854E-07,-9.999985235431552E-07
3351,5027,1,1.62211733074,-9.999992878206854E-07,-9.999985235431552E-07
3383,5075,1,1.62211733074,-9.999992878206854E-07,-9.999985235431552E-07
3471,5207,1,1.949039006885,-9.999992878206854E-07,-9.999985235431552E-07
3895,5843,1,2.357691102066,-9.999992878206854E-07,-9.999985235431552E-07
4091,6137,1,2.357691102066,-9.999992878206854E-07,-9.999985235431552E-07
4539,6809,1,1.909735178615,-9.999992878206854E-07,-9.999985235431552E-07
4703,7055,1,1.949039006885,-9.999992878206854E-07,-9.999985235431552E-07
4711,7067,1,1.949039006885,-9.999992878206854E-07,-9.999985235431552E-07
4719,7079,1,1.949039006885,-9.999992878206854E-07,-9.999985235431552E-07
5123,7685,1,1.988342835155,-9.999992878206854E-07,-9.999985235431552E-07
5151,7727,1,2.357691102066,-9.999992878206854E-07,-9.999985235431552E-07
5295,7943,1,2.3152645113,-9.999992878206854E-07,-9.999985235431552E-07
5303,7955,1,2.3152645113,-9.999992878206854E-07,-9.999985235431552E-07
5319,7979,1,2.3152645113,-9.999992878206854E-07,-9.999985235431552E-07
5623,243,1,1.991465597651,-9.999992878206854E-07,-9.999985235431552E-07
5715,381,1,2.357691102066,-9.999992878206854E-07,-9.999985235431552E-07
5795,501,1,2.27596068303,-9.999992878206854E-07,-9.999985235431552E-07
6499,1557,1,1.949039006885,-9.999992878206854E-07,-9.999985235431552E-07
6523,1593,1,1.949039006885,-9.999992878206854E-07,-9.999985235431552E-07
7087,2439,1,2.3152645113,-9.999992878206854E-07,-9.999985235431552E-07
7095,2451,1,2.3152645113,-9.999992878206854E-07,-9.999985235431552E-07
7099,2457,1,2.3152645113,-9.999992878206854E-07,-9.999985235431552E-07
7107,2469,1,2.3152645113,-9.999992878206854E-07,-9.999985235431552E-07
7123,2493,1,2.3152645113,-9.999992878206854E-07,-9.999985235431552E-07
7143,2523,1,2.3152645113,-9.999992878206854E-07,-9.999985235431552E-07
7839,3567,1,2.606005121671,-9.999992878206854E-07,-9.999985235431552E-07
7963,3753,1,2.27596068303,-9.999992878206854E-07,-9.999985235431552E-07
8143,4023,1,2.357691102066,-9.999992878206854E-07,-9.999985235431552E-07
275,413,1,0.85036249364,-9.99999287709663E-07,-9.99998523432133E-07
2075,3113,1,0.892789084406,-9.99999287709663E-07,-9.99998523432133E-07
2703,4055,1,0.85036249364,-9.99999287709663E-07,-9.99998523432133E-07
4131,6197,1,0.562744645765,-9.99999287709663E-07,-9.99998523432133E-07
4171,6257,1,0.562744645765,-9.99999287709663E-07,-9.99998523432133E-07
4211,6317,1,0.562744645765,-9.99999287709663E-07,-9.99998523432133E-07
4259,6389,1,0.562744645765,-9.99999287709663E-07,-9.99998523432133E-07
4267,6401,1,0.562744645765,-9.99999287709663E-07,-9.99998523432133E-07
4283,6425,1,0.562744645765,-9.99999287709663E-07,-9.99998523432133E-07
4395,6593,1,0.562744645765,-9.99999287709663E-07,-9.99998523432133E-07
4503,6755,1,0.523440817495,-9.99999287709663E-07,-9.99998523432133E-07
5099,7649,1,0.523440817495,-9.99999287709663E-07,-9.99998523432133E-07
6323,1293,1,0.523440817495,-9.99999287709663E-07,-9.99998523432133E-07
6335,1311,1,0.523440817495,-9.99999287709663E-07,-9.99998523432133E-07
6875,2121,1,0.85036249364,-9.99999287709663E-07,-9.99998523432133E-07
3503,5255,1,-0.248314019605,-9.999992876819075E-07,-9.999985234043773E-07
3711,5567,1,-0.248314019605,-9.999992876819075E-07,-9.999985234043773E-07
175,263,1,0.484136989225,-9.99999287654152E-07,-9.999985233766218E-07
351,527,1,-0.209010191335,-9.99999287654152E-07,-9.999985233766218E-07
895,1343,1,0.484136989225,-9.99999287654152E-07,-9.999985233766218E-07
1735,2603,1,-0.169706363065,-9.99999287654152E-07,-9.999985233766218E-07
2691,4037,1,0.19651914135,-9.99999287654152E-07,-9.999985233766218E-07
2711,4067,1,0.19651914135,-9.99999287654152E-07,-9.999985233766218E-07
2731,4097,1,0.19651914135,-9.99999287654152E-07,-9.999985233766218E-07
2743,4115,1,0.19651914135,-9.99999287654152E-07,-9.999985233766218E-07
2751,4127,1,-0.209010191335,-9.99999287654152E-07,-9.999985233766218E-07
3639,5459,1,0.484136989225,-9.99999287654152E-07,-9.999985233766218E-07
7191,2595,1,-0.169706363065,-9.99999287654152E-07,-9.999985233766218E-07
7207,2619,1,-0.169706363065,-9.99999287654152E-07,-9.999985233766218E-07
7223,2643,1,-0.169706363065,-9.99999287654152E-07,-9.999985233766218E-07
8147,4029,1,0.484136989225,-9.99999287654152E-07,-9.999985233766218E-07
8163,4053,1,0.19651914135,-9.99999287654152E-07,-9.999985233766218E-07
1275,1913,1,0.199641903846,-9.999992876263963E-07,-9.999985233488662E-07
1695,2543,1,0.199641903846,-9.999992876263963E-07,-9.999985233488662E-07
3583,5375,1,0.199641903846,-9.999992876263963E-07,-9.999985233488662E-07
111,167,1,0.11791148481,-9.999992875986408E-07,-9.999985233211106E-07
223,335,1,-0.57523569575,-9.999992875986408E-07,-9.999985233211106E-07
511,767,1,-0.532809104984,-9.999992875986408E-07,-9.999985233211106E-07
675,1013,1,1.58281350247,-9.999992875986408E-07,-9.999985233211106E-07
1007,1511,1,1.259014588821,-9.999992875986408E-07,-9.999985233211106E-07
1051,1577,1,-0.57523569575,-9.999992875986408E-07,-9.999985233211106E-07
1115,1673,1,-0.53593186748,-9.999992875986408E-07,-9.999985233211106E-07
1355,2033,1,0.88966632191,-9.999992875986408E-07,-9.999985233211106E-07
1371,2057,1,0.88966632191,-9.999992875986408E-07,-9.999985233211106E-07
1391,2087,1,0.88966632191,-9.999992875986408E-07,-9.999985233211106E-07
2071,3107,1,1.255891826325,-9.999992875986408E-07,-9.999985233211106E-07
2083,3125,1,1.255891826325,-9.999992875986408E-07,-9.999985233211106E-07
2159,3239,1,1.180406932281,-9.999992875986408E-07,-9.999985233211106E-07
2827,4241,1,0.15721531308,-9.999992875986408E-07,-9.999985233211106E-07
2863,4295,1,1.216587998055,-9.999992875986408E-07,-9.999985233211106E-07
3143,4715,1,-0.862853543625,-9.999992875986408E-07,-9.999985233211106E-07
3459,5189,1,-0.862853543625,-9.999992875986408E-07,-9.999985233211106E-07
3463,5195,1,-0.862853543625,-9.999992875986408E-07,-9.999985233211106E-07
3475,5213,1,-0.862853543625,-9.999992875986408E-07,-9.999985233211106E-07
3523,5285,1,-0.862853543625,-9.999992875986408E-07,-9.999985233211106E-07
3647,5471,1,-0.572112933254,-9.999992875986408E-07,-9.999985233211106E-07
3867,5801,1,-0.57523569575,-9.999992875986408E-07,-9.999985233211106E-07
3931,5897,1,1.58281350247,-9.999992875986408E-07,-9.999985233211106E-07
4263,6395,1,0.565867408261,-9.999992875986408E-07,-9.999985233211106E-07
4523,6785,1,1.58281350247,-9.999992875986408E-07,-9.999985233211106E-07
4607,6911,1,-0.57523569575,-9.999992875986408E-07,-9.999985233211106E-07
4999,7499,1,0.88966632191,-9.999992875986408E-07,-9.999985233211106E-07
5031,7547,1,0.88966632191,-9.999992875986408E-07,-9.999985233211106E-07
5247,7871,1,1.5435096742,-9.999992875986408E-07,-9.999985233211106E-07
5347,8021,1,-0.49662803921,-9.999992875986408E-07,-9.999985233211106E-07
5463,3,1,-0.245191257109,-9.999992875986408E-07,-9.999985233211106E-07
5467,9,1,-0.572112933254,-9.999992875986408E-07,-9.999985233211106E-07
5599,207,1,1.5435096742,-9.999992875986408E-07,-9.999985233211106E-07
5891,645,1,1.216587998055,-9.999992875986408E-07,-9.999985233211106E-07
5895,651,1,1.216587998055,-9.999992875986408E-07,-9.999985233211106E-07
6455,1491,1,-0.53593186748,-9.999992875986408E-07,-9.999985233211106E-07
6563,1653,1,-0.53593186748,-9.999992875986408E-07,-9.999985233211106E-07
6807,2019,1,0.88966632191,-9.999992875986408E-07,-9.999985233211106E-07
7103,2463,1,0.526563579991,-9.999992875986408E-07,-9.999985233211106E-07
7419,2937,1,-0.61453952402,-9.999992875986408E-07,-9.999985233211106E-07
7523,3093,1,1.255891826325,-9.999992875986408E-07,-9.999985233211106E-07
7555,3141,1,1.255891826325,-9.999992875986408E-07,-9.999985233211106E-07
7559,3147,1,1.255891826325,-9.999992875986408E-07,-9.999985233211106E-07
7567,3159,1,1.255891826325,-9.999992875986408E-07,-9.999985233211106E-07
7587,3189,1,1.255891826325,-9.999992875986408E-07,-9.999985233211106E-07
7919,3687,1,-0.532809104984,-9.999992875986408E-07,-9.999985233211106E-07
8095,3951,1,-0.57523569575,-9.999992875986408E-07,-9.999985233211106E-07
807,1211,1,-0.166583600569,-9.999992875708852E-07,-9.99998523293355E-07
4343,6515,1,-0.902157371895,-9.999992874876185E-07,-9.999985232100883E-07
4579,6869,1,-0.944583962661,-9.999992874876185E-07,-9.999985232100883E-07
4611,6917,1,-0.944583962661,-9.999992874876185E-07,-9.999985232100883E-07
4627,6941,1,-0.944583962661,-9.999992874876185E-07,-9.999985232100883E-07
4987,7481,1,-0.941461200165,-9.999992874876185E-07,-9.999985232100883E-07
5287,7931,1,-0.941461200165,-9.999992874876185E-07,-9.999985232100883E-07
6163,1053,1,-0.902157371895,-9.999992874876185E-07,-9.999985232100883E-07
8135,4011,1,-0.902157371895,-9.999992874876185E-07,-9.999985232100883E-07
23,35,1,-2.406363217825,-9.999992873765962E-07,-9.99998523099066E-07
31,47,1,4.437132643746,-9.999992878206854E-07,-9.99998523099066E-07
39,59,1,-1.592181789959,-9.999992873765962E-07,-9.99998523099066E-07
63,95,1,3.743985463186,-9.999992873765962E-07,-9.99998523099066E-07
67,101,1,-2.73328489397,-9.999992873765962E-07,-9.99998523099066E-07
103,155,1,1.625240093236,-9.999992873765962E-07,-9.99998523099066E-07
195,293,1,3.417063787041,-9.999992873765962E-07,-9.99998523099066E-07
199,299,1,3.417063787041,-9.999992873765962E-07,-9.99998523099066E-07
203,305,1,-3.060206570115,-9.999992873765962E-07,-9.99998523099066E-07
211,317,1,-3.060206570115,-9.999992873765962E-07,-9.99998523099066E-07
283,425,1,-1.634608380725,-9.999992873765962E-07,-9.99998523099066E-07
339,509,1,-2.6939810657,-9.999992873765962E-07,-9.99998523099066E-07
359,539,1,-2.6939810657,-9.999992873765962E-07,-9.99998523099066E-07
387,581,1,2.723916606481,-9.999992873765962E-07,-9.99998523099066E-07
391,587,1,2.723916606481,-9.999992873765962E-07,-9.99998523099066E-07
399,599,1,2.723916606481,-9.999992873765962E-07,-9.99998523099066E-07
411,617,1,3.70155887242,-9.999992873765962E-07,-9.99998523099066E-07
415,623,1,3.70155887242,-9.999992873765962E-07,-9.99998523099066E-07
515,773,1,2.642186187445,-9.999992873765962E-07,-9.99998523099066E-07
519,779,1,-2.327755561285,-9.999992873765962E-07,-9.99998523099066E-07
523,785,1,2.642186187445,-9.999992873765962E-07,-9.99998523099066E-07
531,797,1,2.642186187445,-9.999992873765962E-07,-9.99998523099066E-07
547,821,1,-4.81272643565,-9.999992878206854E-07,-9.99998523099066E-07
555,833,1,-4.81272643565,-9.999992878206854E-07,-9.99998523099066E-07
567,851,1,-2.327755561285,-9.999992873765962E-07,-9.99998523099066E-07
571,857,1,-4.81272643565,-9.999992878206854E-07,-9.99998523099066E-07
579,869,1,-4.81272643565,-9.999992878206854E-07,-9.99998523099066E-07
583,875,1,-4.81272643565,-9.999992878206854E-07,-9.99998523099066E-07
635,953,1,-4.81272643565,-9.999992878206854E-07,-9.99998523099066E-07
639,959,1,3.014657216852,-9.999992873765962E-07,-9.99998523099066E-07
655,983,1,4.067784376835,-9.999992878206854E-07,-9.99998523099066E-07
659,989,1,-3.38712824626,-9.999992873765962E-07,-9.99998523099066E-07
667,1001,1,4.067784376835,-9.999992878206854E-07,-9.99998523099066E-07
719,1079,1,-3.38712824626,-9.999992873765962E-07,-9.99998523099066E-07
763,1145,1,4.515740300286,-9.999992878206854E-07,-9.99998523099066E-07
771,1157,1,-4.894456854686,-9.999992878206854E-07,-9.99998523099066E-07
775,1163,1,4.515740300286,-9.999992878206854E-07,-9.99998523099066E-07
799,1199,1,-1.96153005687,-9.999992873765962E-07,-9.99998523099066E-07
811,1217,1,3.00841169186,-9.999992873765962E-07,-9.99998523099066E-07
815,1223,1,3.00841169186,-9.999992873765962E-07,-9.99998523099066E-07
823,1235,1,3.00841169186,-9.999992873765962E-07,-9.99998523099066E-07
831,1247,1,3.00841169186,-9.999992873765962E-07,-9.99998523099066E-07
835,1253,1,3.00841169186,-9.999992873765962E-07,-9.99998523099066E-07
847,1271,1,-4.894456854686,-9.999992878206854E-07,-9.99998523099066E-07
995,1493,1,-5.953829539661,-9.999992878206854E-07,-9.99998523099066E-07
1011,1517,1,-3.020902741845,-9.999992873765962E-07,-9.99998523099066E-07
1019,1529,1,-3.020902741845,-9.999992873765962E-07,-9.99998523099066E-07
1039,1559,1,-3.020902741845,-9.999992873765962E-07,-9.99998523099066E-07
1055,1583,1,8.795657630952,-9.99999286932507E-07,-9.99998523099066E-07
1067,1601,1,-3.020902741845,-9.999992873765962E-07,-9.99998523099066E-07
1075,1613,1,-5.953829539661,-9.999992878206854E-07,-9.99998523099066E-07
1135,1703,1,-3.020902741845,-9.999992873765962E-07,-9.99998523099066E-07
1259,1889,1,-1.595304552455,-9.999992873765962E-07,-9.99998523099066E-07
1283,1925,1,-4.08027542682,-9.999992878206854E-07,-9.99998523099066E-07
1287,1931,1,3.374637196275,-9.999992873765962E-07,-9.99998523099066E-07
1291,1937,1,-4.08027542682,-9.999992878206854E-07,-9.99998523099066E-07
1299,1949,1,3.374637196275,-9.999992873765962E-07,-9.99998523099066E-07
1315,1973,1,-4.08027542682,-9.999992878206854E-07,-9.99998523099066E-07
1319,1979,1,3.374637196275,-9.999992873765962E-07,-9.99998523099066E-07
1323,1985,1,-4.08027542682,-9.999992878206854E-07,-9.99998523099066E-07
1327,1991,1,-4.08027542682,-9.999992878206854E-07,-9.99998523099066E-07
1331,1997,1,-4.08027542682,-9.999992878206854E-07,-9.99998523099066E-07
1335,2003,1,3.374637196275,-9.999992873765962E-07,-9.99998523099066E-07
1347,2021,1,-3.102633160881,-9.999992873765962E-07,-9.99998523099066E-07
1359,2039,1,-3.102633160881,-9.999992873765962E-07,-9.99998523099066E-07
1363,2045,1,-1.30768670458,-9.999992873765962E-07,-9.99998523099066E-07
1387,2081,1,-3.102633160881,-9.999992873765962E-07,-9.99998523099066E-07
1399,2099,1,-3.102633160881,-9.999992873765962E-07,-9.99998523099066E-07
1423,2135,1,-3.102633160881,-9.999992873765962E-07,-9.99998523099066E-07
1447,2171,1,-4.08027542682,-9.999992878206854E-07,-9.99998523099066E-07
1519,2279,1,-1.30768670458,-9.999992873765962E-07,-9.99998523099066E-07
1595,2393,1,-2.65467723743,-9.999992873765962E-07,-9.99998523099066E-07
1599,2399,1,-2.327755561285,-9.999992873765962E-07,-9.99998523099066E-07
1627,2441,1,-2.65467723743,-9.999992873765962E-07,-9.99998523099066E-07
1631,2447,1,-1.265260113814,-9.999992873765962E-07,-9.99998523099066E-07
1643,2465,1,-2.65467723743,-9.999992873765962E-07,-9.99998523099066E-07
1723,2585,1,-4.162005845856,-9.999992878206854E-07,-9.99998523099066E-07
1727,2591,1,-2.367059389555,-9.999992873765962E-07,-9.99998523099066E-07
1739,2609,1,-4.162005845856,-9.999992878206854E-07,-9.99998523099066E-07
1771,2657,1,-4.162005845856,-9.999992878206854E-07,-9.99998523099066E-07
1815,2723,1,-4.162005845856,-9.999992878206854E-07,-9.99998523099066E-07
1987,2981,1,-1.22907904804,-9.999992873765962E-07,-9.99998523099066E-07
2023,3035,1,3.74086270069,-9.999992873765962E-07,-9.99998523099066E-07
2027,3041,1,3.74086270069,-9.999992873765962E-07,-9.99998523099066E-07
2035,3053,1,3.74086270069,-9.999992873765962E-07,-9.99998523099066E-07
2067,3101,1,3.74086270069,-9.999992873765962E-07,-9.99998523099066E-07
2103,3155,1,-1.26838287631,-9.999992873765962E-07,-9.99998523099066E-07
2107,3161,1,3.74086270069,-9.999992873765962E-07,-9.99998523099066E-07
2127,3191,1,-2.736407656466,-9.999992873765962E-07,-9.99998523099066E-07
2131,3197,1,-2.736407656466,-9.999992873765962E-07,-9.99998523099066E-07
2143,3215,1,-2.327755561285,-9.999992873765962E-07,-9.99998523099066E-07
2155,3233,1,1.625240093236,-9.999992873765962E-07,-9.99998523099066E-07
2179,3269,1,-5.221378530831,-9.999992878206854E-07,-9.99998523099066E-07
2187,3281,1,-2.736407656466,-9.999992873765962E-07,-9.99998523099066E-07
2191,3287,1,-2.736407656466,-9.999992873765962E-07,-9.99998523099066E-07
2211,3317,1,-1.22907904804,-9.999992873765962E-07,-9.99998523099066E-07
2219,3329,1,-1.22907904804,-9.999992873765962E-07,-9.99998523099066E-07
2223,3335,1,11.973775685877,-9.99999286932507E-07,-9.99998523099066E-07
2231,3347,1,-1.22907904804,-9.999992873765962E-07,-9.99998523099066E-07
2235,3353,1,-5.221378530831,-9.999992878206854E-07,-9.99998523099066E-07
2243,3365,1,-5.221378530831,-9.999992878206854E-07,-9.99998523099066E-07
2247,3371,1,-2.736407656466,-9.999992873765962E-07,-9.99998523099066E-07
2271,3407,1,-3.38712824626,-9.999992873765962E-07,-9.99998523099066E-07
2287,3431,1,3.050838282626,-9.999992873765962E-07,-9.99998523099066E-07
2379,3569,1,-2.736407656466,-9.999992873765962E-07,-9.99998523099066E-07
2407,3611,1,-3.060206570115,-9.999992873765962E-07,-9.99998523099066E-07
2443,3665,1,-5.221378530831,-9.999992878206854E-07,-9.99998523099066E-07
2479,3719,1,-1.673912208995,-9.999992873765962E-07,-9.99998523099066E-07
2519,3779,1,-2.288451733015,-9.999992873765962E-07,-9.99998523099066E-07
2567,3851,1,2.681490015715,-9.999992873765962E-07,-9.99998523099066E-07
2579,3869,1,2.681490015715,-9.999992873765962E-07,-9.99998523099066E-07
2599,3899,1,2.681490015715,-9.999992873765962E-07,-9.99998523099066E-07
2615,3923,1,5.902034661406,-9.999992878206854E-07,-9.99998523099066E-07
2631,3947,1,9.528108639782,-9.99999286932507E-07,-9.99998523099066E-07
2639,3959,1,-3.060206570115,-9.999992873765962E-07,-9.99998523099066E-07
2651,3977,1,2.681490015715,-9.999992873765962E-07,-9.99998523099066E-07
2655,3983,1,-3.060206570115,-9.999992873765962E-07,-9.99998523099066E-07
2663,3995,1,-2.327755561285,-9.999992873765962E-07,-9.99998523099066E-07
2667,4001,1,-5.221378530831,-9.999992878206854E-07,-9.99998523099066E-07
2671,4007,1,4.842661976431,-9.999992878206854E-07,-9.99998523099066E-07
2675,4013,1,-5.221378530831,-9.999992878206854E-07,-9.99998523099066E-07
2699,4049,1,-3.795780341441,-9.999992873765962E-07,-9.99998523099066E-07
2735,4103,1,3.783289291456,-9.999992873765962E-07,-9.99998523099066E-07
2747,4121,1,-3.795780341441,-9.999992873765962E-07,-9.99998523099066E-07
2767,4151,1,-2.6939810657,-9.999992873765962E-07,-9.99998523099066E-07
2771,4157,1,-3.795780341441,-9.999992873765962E-07,-9.99998523099066E-07
2775,4163,1,-3.795780341441,-9.999992873765962E-07,-9.99998523099066E-07
2787,4181,1,-6.280751215806,-9.999992878206854E-07,-9.99998523099066E-07
2795,4193,1,-3.795780341441,-9.999992873765962E-07,-9.99998523099066E-07
2811,4217,1,-1.634608380725,-9.999992873765962E-07,-9.99998523099066E-07
2819,4229,1,-2.288451733015,-9.999992873765962E-07,-9.99998523099066E-07
2843,4265,1,7.288329022526,-9.999992878206854E-07,-9.99998523099066E-07
2847,4271,1,3.70155887242,-9.999992873765962E-07,-9.99998523099066E-07
2915,4373,1,-6.280751215806,-9.999992878206854E-07,-9.99998523099066E-07
2931,4397,1,-6.280751215806,-9.999992878206854E-07,-9.99998523099066E-07
2939,4409,1,4.067784376835,-9.999992878206854E-07,-9.99998523099066E-07
2959,4439,1,2.642186187445,-9.999992873765962E-07,-9.99998523099066E-07
2963,4445,1,-6.280751215806,-9.999992878206854E-07,-9.99998523099066E-07
2971,4457,1,3.00841169186,-9.999992873765962E-07,-9.99998523099066E-07
3019,4529,1,-3.795780341441,-9.999992873765962E-07,-9.99998523099066E-07
3027,4541,1,-3.795780341441,-9.999992873765962E-07,-9.99998523099066E-07
3031,4547,1,6.634485670236,-9.999992878206854E-07,-9.99998523099066E-07
3039,4559,1,5.575112985261,-9.999992878206854E-07,-9.99998523099066E-07
3083,4625,1,-6.280751215806,-9.999992878206854E-07,-9.99998523099066E-07
3087,4631,1,-3.38712824626,-9.999992873765962E-07,-9.99998523099066E-07
3095,4643,1,-6.280751215806,-9.999992878206854E-07,-9.99998523099066E-07
3111,4667,1,-6.280751215806,-9.999992878206854E-07,-9.99998523099066E-07
3139,4709,1,-6.280751215806,-9.999992878206854E-07,-9.99998523099066E-07
3231,4847,1,4.437132643746,-9.999992878206854E-07,-9.99998523099066E-07
3247,4871,1,-1.96153005687,-9.999992873765962E-07,-9.99998523099066E-07
3311,4967,1,4.842661976431,-9.999992878206854E-07,-9.99998523099066E-07
3379,5069,1,-6.280751215806,-9.999992878206854E-07,-9.99998523099066E-07
3395,5093,1,-6.280751215806,-9.999992878206854E-07,-9.99998523099066E-07
3439,5159,1,-3.020902741845,-9.999992873765962E-07,-9.99998523099066E-07
3455,5183,1,3.783289291456,-9.999992873765962E-07,-9.99998523099066E-07
3483,5225,1,4.842661976431,-9.999992878206854E-07,-9.99998523099066E-07
3495,5243,1,-1.634608380725,-9.999992873765962E-07,-9.99998523099066E-07
3559,5339,1,-2.6939810657,-9.999992873765962E-07,-9.99998523099066E-07
3563,5345,1,6.961407346381,-9.999992878206854E-07,-9.99998523099066E-07
3679,5519,1,-1.592181789959,-9.999992873765962E-07,-9.99998523099066E-07
3735,5603,1,-3.792657578945,-9.999992873765962E-07,-9.99998523099066E-07
3739,5609,1,1.952161769381,-9.999992873765962E-07,-9.99998523099066E-07
3747,5621,1,-2.370182152051,-9.999992873765962E-07,-9.99998523099066E-07
3767,5651,1,3.050838282626,-9.999992873765962E-07,-9.99998523099066E-07
3803,5705,1,-2.327755561285,-9.999992873765962E-07,-9.99998523099066E-07
3807,5711,1,-2.00083388514,-9.999992873765962E-07,-9.99998523099066E-07
3839,5759,1,3.704681634916,-9.999992873765962E-07,-9.99998523099066E-07
3847,5771,1,-3.060206570115,-9.999992873765962E-07,-9.99998523099066E-07
3903,5855,1,-1.634608380725,-9.999992873765962E-07,-9.99998523099066E-07
3939,5909,1,-7.340123900781,-9.999992878206854E-07,-9.99998523099066E-07
3967,5951,1,-2.6939810657,-9.999992873765962E-07,-9.99998523099066E-07
3979,5969,1,-1.9222262286,-9.999992873765962E-07,-9.99998523099066E-07
4019,6029,1,-7.340123900781,-9.999992878206854E-07,-9.99998523099066E-07
4039,6059,1,-1.26838287631,-9.999992873765962E-07,-9.99998523099066E-07
4043,6065,1,-7.340123900781,-9.999992878206854E-07,-9.99998523099066E-07
4047,6071,1,3.70155887242,-9.999992873765962E-07,-9.99998523099066E-07
4059,6089,1,3.00841169186,-9.999992873765962E-07,-9.99998523099066E-07
4087,6131,1,-1.26838287631,-9.999992873765962E-07,-9.99998523099066E-07
4099,6149,1,3.04771552013,-9.999992873765962E-07,-9.99998523099066E-07
4139,6209,1,3.04771552013,-9.999992873765962E-07,-9.99998523099066E-07
4175,6263,1,-2.327755561285,-9.999992873765962E-07,-9.99998523099066E-07
4219,6329,1,3.04771552013,-9.999992873765962E-07,-9.99998523099066E-07
4251,6377,1,-3.020902741845,-9.999992873765962E-07,-9.99998523099066E-07
4287,6431,1,4.067784376835,-9.999992878206854E-07,-9.99998523099066E-07
4307,6461,1,-1.634608380725,-9.999992873765962E-07,-9.99998523099066E-07
4359,6539,1,-3.38712824626,-9.999992873765962E-07,-9.99998523099066E-07
4371,6557,1,-2.327755561285,-9.999992873765962E-07,-9.99998523099066E-07
4399,6599,1,4.515740300286,-9.999992878206854E-07,-9.99998523099066E-07
4427,6641,1,-1.9222262286,-9.999992873765962E-07,-9.99998523099066E-07
4431,6647,1,4.515740300286,-9.999992878206854E-07,-9.99998523099066E-07
4463,6695,1,3.00841169186,-9.999992873765962E-07,-9.99998523099066E-07
4507,6761,1,-1.595304552455,-9.999992873765962E-07,-9.99998523099066E-07
4511,6767,1,5.902034661406,-9.999992878206854E-07,-9.99998523099066E-07
4535,6803,1,-1.96153005687,-9.999992873765962E-07,-9.99998523099066E-07
4543,6815,1,-1.634608380725,-9.999992873765962E-07,-9.99998523099066E-07
4571,6857,1,-4.08027542682,-9.999992878206854E-07,-9.99998523099066E-07
4591,6887,1,-1.30768670458,-9.999992873765962E-07,-9.99998523099066E-07
4635,6953,1,-3.102633160881,-9.999992873765962E-07,-9.99998523099066E-07
4655,6983,1,-3.020902741845,-9.999992873765962E-07,-9.99998523099066E-07
4671,7007,1,-3.020902741845,-9.999992873765962E-07,-9.99998523099066E-07
4679,7019,1,-3.020902741845,-9.999992873765962E-07,-9.99998523099066E-07
4827,7241,1,1.625240093236,-9.999992873765962E-07,-9.99998523099066E-07
4895,7343,1,-3.020902741845,-9.999992873765962E-07,-9.99998523099066E-07
4903,7355,1,-1.595304552455,-9.999992873765962E-07,-9.99998523099066E-07
4911,7367,1,-1.595304552455,-9.999992873765962E-07,-9.99998523099066E-07
4923,7385,1,-2.73328489397,-9.999992873765962E-07,-9.99998523099066E-07
4951,7427,1,3.374637196275,-9.999992873765962E-07,-9.99998523099066E-07
4959,7439,1,3.374637196275,-9.999992873765962E-07,-9.99998523099066E-07
5019,7529,1,-2.00083388514,-9.999992873765962E-07,-9.99998523099066E-07
5047,7571,1,-1.595304552455,-9.999992873765962E-07,-9.99998523099066E-07
5051,7577,1,3.417063787041,-9.999992873765962E-07,-9.99998523099066E-07
5079,7619,1,-4.08027542682,-9.999992878206854E-07,-9.99998523099066E-07
5275,7913,1,-1.26838287631,-9.999992873765962E-07,-9.99998523099066E-07
5299,7949,1,-2.003956647636,-9.999992873765962E-07,-9.99998523099066E-07
5327,7991,1,-2.65467723743,-9.999992873765962E-07,-9.99998523099066E-07
5355,8033,1,4.43400988125,-9.999992878206854E-07,-9.99998523099066E-07
5383,8075,1,-4.162005845856,-9.999992878206854E-07,-9.99998523099066E-07
5399,8099,1,-4.162005845856,-9.999992878206854E-07,-9.99998523099066E-07
5403,8105,1,2.642186187445,-9.999992873765962E-07,-9.99998523099066E-07
5415,8123,1,-4.162005845856,-9.999992878206854E-07,-9.99998523099066E-07
5435,8153,1,-4.81272643565,-9.999992878206854E-07,-9.99998523099066E-07
5443,8165,1,-4.488927522001,-9.999992878206854E-07,-9.99998523099066E-07
5447,8171,1,4.110210967601,-9.999992878206854E-07,-9.99998523099066E-07
5495,51,1,-2.04013771341,-9.999992873765962E-07,-9.99998523099066E-07
5499,57,1,-1.592181789959,-9.999992873765962E-07,-9.99998523099066E-07
5507,69,1,-3.099510398385,-9.999992873765962E-07,-9.99998523099066E-07
5511,75,1,-3.099510398385,-9.999992873765962E-07,-9.99998523099066E-07
5527,99,1,-2.73328489397,-9.999992873765962E-07,-9.99998523099066E-07
5543,123,1,-1.30768670458,-9.999992873765962E-07,-9.99998523099066E-07
5555,141,1,-3.792657578945,-9.999992873765962E-07,-9.99998523099066E-07
5559,147,1,4.110210967601,-9.999992878206854E-07,-9.99998523099066E-07
